name,MET2013,INCTOT,SEX,RACWHT,EDUC,VALUEH,employment,year,25-35 percentage,children percentage,23-27 vs 13-17 ratio
"Albany-Schenectady-Troy, NY ",10580,45641.56184,0.522012579,0.922431866,8.5639413,211159.7484,0.961883408,2015,0.227211495,0.075098814,1.038369305
"Albuquerque, NM ",10740,38268.41928,0.504484305,0.733183857,7.571748879,216418.3857,0.965432099,2015,0.248942918,0.042462845,0.839400428
"Allentown-Bethlehem-Easton, PA-NJ ",10900,43630.76667,0.523809524,0.938095238,8.176190476,227431.6667,0.967336683,2015,0.206256628,0.084832905,0.786637931
"Amarillo, TX ",11100,38763.75,0.4625,0.90625,7.86875,137043.75,0.993333333,2015,0.250686813,0.090410959,0.879781421
"Anchorage, AK ",11260,55998.72727,0.509090909,0.868181818,7.822727273,270077.2727,0.947089947,2015,0.283965728,0.125,1.092783505
"Ann Arbor, MI",11460,53257.14943,0.517241379,0.913793103,9.011494253,239080.4598,0.982142857,2015,0.290263319,0.052742616,1.497175141
"Anniston-Oxford-Jacksonville, AL ",11500,34854,0.566666667,0.883333333,7.25,116048.3333,0.981132075,2015,0.240325866,0.033898305,1.208333333
"Asheville, NC ",11700,37089.456,0.504,0.94,8.16,197044,0.986363636,2015,0.219815483,0.060218978,0.884462151
"Atlanta-Sandy Springs-Roswell, GA",12060,46188.30184,0.507292327,0.69055168,8.470513633,219618.9601,0.961930659,2015,0.255358705,0.051391863,0.884275618
"Atlantic City-Hammonton, NJ",12100,35120.71942,0.503597122,0.776978417,7.841726619,218899.2806,0.928571429,2015,0.216727273,0.023489933,0.902777778
"Auburn-Opelika, AL ",12220,36638.2,0.544444444,0.866666667,8.077777778,167266.6667,0.987804878,2015,0.316363636,0.051724138,1.732142857
"Augusta-Richmond County, GA-SC",12260,35189.34286,0.514285714,0.739285714,8.071428571,164102.8571,0.965779468,2015,0.254653465,0.035769829,1.022875817
"Austin-Round Rock, TX",12420,53786.8093,0.496453901,0.848699764,8.472813239,262531.2845,0.9831508,2015,0.291603053,0.050719895,1.063545151
"Bakersfield, CA ",12540,39480.98705,0.577720207,0.779792746,7.095854922,230711.1399,0.939130435,2015,0.294513179,0.021917808,0.93271028
"Baltimore-Columbia-Towson, MD ",12580,51711.58237,0.52217529,0.793030623,8.594508976,297549.1552,0.96545961,2015,0.262823644,0.07063197,1.069855255
"Bangor, ME ",12620,29387.52747,0.516483516,1,7.89010989,109817.5824,0.971830986,2015,0.196915777,0.078313253,0.787234043
"Barnstable Town, MA",12700,50615.77982,0.449541284,0.944954128,7.899082569,397596.3303,0.96039604,2015,0.160561185,0.184466019,0.547445255
"Baton Rouge, LA",12940,47420.82619,0.521444695,0.688487585,8.230248307,204748.9842,0.966666667,2015,0.260656682,0.053038674,1.074168798
"Beaumont-Port Arthur, TX",13140,44082.33333,0.55,0.725,7.375,121725,0.952380952,2015,0.25210084,0.038888889,1.076233184
"Bellingham, WA ",13380,45912.56034,0.586206897,0.887931034,7.767241379,290991.3793,0.971428571,2015,0.270855905,0.076,1.234693878
"Bend-Redmond, OR ",13460,55098.97959,0.510204082,1,8.346938776,341367.3469,0.979166667,2015,0.211332312,0.065217391,0.944444444
"Binghamton, NY ",13780,38111.55357,0.5,0.964285714,8.047619048,122720.2381,0.979591837,2015,0.237120677,0.077380952,1.006711409
"Birmingham-Hoover, AL ",13820,40069.50653,0.502177068,0.764876633,8.092888244,172305.225,0.9671875,2015,0.235294118,0.05625,0.843949045
"Bismarck, ND ",13900,57134.67391,0.543478261,0.989130435,8.391304348,231532.6087,0.966666667,2015,0.250859107,0.075342466,1.183333333
"Blacksburg-Christiansburg-Radford, VA ",13980,61565.39474,0.526315789,0.947368421,8.789473684,198197.3684,0.985915493,2015,0.262362637,0.041884817,1.942028986
"Bloomington, IL ",14010,40732.01449,0.47826087,0.956521739,8.543478261,152746.3768,0.984615385,2015,0.254658385,0.077235772,1.037383178
"Bloomington, IN ",14020,34503.96296,0.574074074,0.981481481,9,153583.3333,0.941176471,2015,0.305317324,0.050561798,1.915254237
"Boise City, ID",14260,37099.48864,0.525568182,0.9375,7.951704545,198397.7273,0.960365854,2015,0.266065831,0.092783505,0.86416185
"Boston-Cambridge-Newton, MA-NH ",14460,58949.29621,0.514895058,0.82633717,9.028436019,430900.7448,0.969094139,2015,0.269185453,0.076743507,1.185066095
"Bremerton-Silverdale, WA ",14740,38431.88601,0.544041451,0.937823834,7.67357513,280279.7927,0.941176471,2015,0.276124129,0.052752294,1.191860465
"Bridgeport-Stamford-Norwalk, CT ",14860,66806.67308,0.507692308,0.819230769,8.990384615,547242.3077,0.963414634,2015,0.204352127,0.11035818,0.613733906
"Brownsville-Harlingen, TX ",15180,28284.25234,0.5,0.897196262,7.074766355,96451.86916,0.953846154,2015,0.242360379,0.02826087,0.624657534
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,39150.91761,0.507102273,0.919034091,8.389204545,147494.0341,0.972644377,2015,0.233837689,0.066176471,1.024464832
"Burlington, NC ",15500,37132.80357,0.491071429,0.821428571,7.526785714,147013.3929,0.95412844,2015,0.230769231,0.073059361,0.590909091
"Burlington-South Burlington, VT",15540,52686.34409,0.494623656,0.956989247,8.548387097,282881.7204,0.97752809,2015,0.218417946,0.102702703,1.105882353
"Canton-Massillon, OH ",15940,36247.98326,0.518828452,0.953974895,7.640167364,139506.2762,0.936363636,2015,0.205382436,0.089655172,0.782786885
"Cape Coral-Fort Myers,FL",15980,39448.37993,0.494623656,0.849462366,7.584229391,250146.9534,0.945736434,2015,0.199940494,0.043154762,0.869186047
"Champaign-Urbana, IL ",16580,47846.2931,0.543103448,0.905172414,8.672413793,175603.4483,0.990990991,2015,0.311715481,0.060402685,1.324074074
"Charleston, WV ",16620,33288.40426,0.553191489,0.946808511,7.436170213,121765.9574,0.952380952,2015,0.206543967,0.059405941,0.726495726
"Charleston-North Charleston, SC",16700,46185.34818,0.508097166,0.825910931,8.295546559,247509.5142,0.969026549,2015,0.292037787,0.043438078,1.35483871
"Charlotte-Concord-Gastonia, NC-SC ",16740,47031.48291,0.508704062,0.794326241,8.228239845,204451.9665,0.963165075,2015,0.24432204,0.054663372,0.857668712
"Chattanooga, TN-GA ",16860,40396.65663,0.539156627,0.930722892,8.120481928,184236.4458,0.96742671,2015,0.237900223,0.054773083,0.881967213
"Chicago-Naperville-Elgin, IL-IN-WI ",16980,50756.76245,0.522304833,0.783271375,8.44739777,264504.2379,0.961950059,2015,0.260452287,0.05916849,0.960184332
"Chico, CA ",17020,34933.44538,0.521008403,0.924369748,7.638655462,220702.521,0.904761905,2015,0.260452962,0.053511706,1.327433628
"Cincinnati, OH-KY-IN ",17140,45729.26798,0.507509881,0.930434783,8.415019763,182988.8538,0.973883741,2015,0.242604706,0.072837022,0.9168
"Clarksville, TN-KY ",17300,34055.49474,0.563157895,0.842105263,7.615789474,150202.6316,0.945783133,2015,0.341655716,0.05,1.282051282
"Cleveland-Elyria, OH ",17460,41568.18367,0.510204082,0.886621315,8.28042328,167019.0476,0.974297189,2015,0.228376128,0.080583269,0.840504451
"Coeur d'Alene, ID",17660,32989.11765,0.544117647,0.985294118,7.426470588,198557.3529,0.984126984,2015,0.255354201,0.090322581,0.797468354
"College Station-Bryan, TX",17780,40353.16667,0.447916667,0.84375,7.96875,193442.7083,0.965909091,2015,0.360045147,0.043887147,1.442748092
"Colorado Springs, CO",17820,39600.44125,0.537859008,0.88772846,7.973890339,236808.3551,0.959654179,2015,0.272331155,0.046857143,1.024271845
"Columbia, MO ",17860,41693.23077,0.492307692,0.953846154,8.938461538,162046.1538,0.983870968,2015,0.279932546,0.072289157,1.402985075
"Columbia, SC ",17900,41058.96332,0.513513514,0.776061776,8.287644788,165300.1931,0.970954357,2015,0.249651649,0.050232558,0.969199179
"Columbus, OH ",18140,48007.27743,0.493200363,0.888485947,8.453309157,185516.8631,0.975845411,2015,0.262179208,0.06968063,0.965201465
"Corpus Christi, TX",18580,38416.38889,0.5625,0.920138889,7.361111111,135694.4444,0.942528736,2015,0.251419917,0.043674699,1.050675676
"Dallas-Fort Worth-Arlington, TX",19100,49515.25858,0.512195122,0.798247691,7.976320152,214846.6256,0.972250509,2015,0.266112665,0.05441616,0.835971223
"Daphne-Fairhope-Foley, AL ",19300,38535.68919,0.567567568,0.972972973,7.675675676,182250,0.970149254,2015,0.202156334,0.066666667,0.797101449
"Dayton, OH ",19380,40098.03879,0.536637931,0.909482759,8.176724138,130106.681,0.955710956,2015,0.263943441,0.070436508,1.064301552
"Decatur, AL ",19460,35919.72043,0.52688172,0.935483871,7.623655914,132591.3978,0.965517241,2015,0.236167341,0.051428571,0.813333333
"Decatur, IL ",19500,40239.40476,0.547619048,0.952380952,7.571428571,146400,1,2015,0.231104651,0.094339623,1.193548387
"Deltona-Daytona Beach-Ormond Beach,FL",19660,37493.42958,0.492957746,0.862676056,7.721830986,177532.7465,0.945736434,2015,0.187007253,0.045531197,0.929577465
"Denver-Aurora-Lakewood, CO ",19740,49633.61922,0.509839817,0.887414188,8.512128146,314474.9657,0.971967134,2015,0.279792089,0.067285908,0.964874933
"Des Moines-West DesMoines,IA",19780,44061.82524,0.502427184,0.95631068,8.412621359,160653.3981,0.979434447,2015,0.264328808,0.095577746,0.937313433
"Detroit-Warren-Dearborn, MI ",19820,41649.58175,0.52503323,0.837837838,8.180770935,171070.2703,0.960309777,2015,0.226194363,0.086600914,0.871559633
"Dover, DE ",20100,36197.45098,0.5,0.784313725,7.529411765,208294.1176,0.98989899,2015,0.243842365,0.060606061,0.913978495
"East Stroudsburg, PA",20700,32465.29412,0.490196078,0.784313725,7.803921569,222078.4314,0.914893617,2015,0.192389006,0.098901099,0.86
"Eau Claire, WI",20740,41002.8866,0.494845361,0.989690722,7.525773196,199453.6082,0.988636364,2015,0.230659026,0.055900621,0.686746988
"El Centro, CA",20940,34549.29577,0.492957746,0.704225352,7.253521127,211943.662,0.859375,2015,0.298397041,0.008264463,1.146788991
"Elkhart-Goshen, IN ",21140,37938.43137,0.568627451,0.960784314,7.166666667,137911.7647,0.966666667,2015,0.251548947,0.103448276,0.908256881
"El Paso, TX",21340,32855.74519,0.495192308,0.884615385,7.747596154,127336.0577,0.960212202,2015,0.26078593,0.036880927,0.76369863
"Erie, PA ",21500,31781.76871,0.544217687,0.965986395,7.761904762,110299.3197,0.971223022,2015,0.203817314,0.08361204,0.888268156
"Eugene, OR ",21660,36666.98492,0.51758794,0.939698492,8.040201005,244719.0955,0.978378378,2015,0.246468583,0.035573123,1.141463415
"Fayetteville, NC ",22180,32895.73427,0.482517483,0.65034965,7.916083916,143362.2378,0.952755906,2015,0.313960114,0.030852995,1.363636364
"Fayetteville-Springdale-Rogers, AR-MO ",22220,48647.61364,0.534090909,0.912878788,8.257575758,220009.4697,0.983539095,2015,0.284271284,0.055837563,1.007462687
"Flagstaff, AZ ",22380,30402.13675,0.478632479,0.452991453,7.324786325,156692.3077,0.903846154,2015,0.281990521,0.075630252,1.061403509
"Florence, SC ",22500,33345.80488,0.495934959,0.682926829,7.764227642,138304.878,0.928571429,2015,0.239543726,0.075396825,1.210084034
"Fort Collins, CO",22660,53693.64629,0.545851528,0.982532751,8.772925764,274329.2576,0.981651376,2015,0.302407516,0.040776699,1.726666667
"Fort Wayne, IN",23060,38353.98556,0.559566787,0.909747292,7.880866426,110790.6137,0.96484375,2015,0.250539957,0.058189655,0.983122363
"Fresno, CA ",23420,33177.64033,0.490644491,0.627858628,7.46985447,257459.4595,0.951612903,2015,0.288227334,0.019561815,0.87808418
"Gadsden, AL ",23460,30047.5,0.5,0.875,7.203125,128609.375,1,2015,0.213333333,0.044642857,0.893939394
"Gainesville, FL ",23540,40968.88112,0.475524476,0.86013986,8.804195804,201916.0839,0.992424242,2015,0.321509434,0.025821596,1.868217054
"Gainesville, GA ",23580,38032.77419,0.5,0.870967742,7.282258065,182620.9677,0.96460177,2015,0.224828935,0.060869565,0.683870968
"Glens Falls, NY",24020,38487.91011,0.606741573,0.988764045,8.04494382,203174.1573,0.988372093,2015,0.185761958,0.125748503,0.762886598
"Goldsboro, NC ",24140,30734.35714,0.5,0.75,7.410714286,125671.4286,0.93877551,2015,0.256781193,0.056338028,1.1875
"Grand Junction, CO",24300,45427.21429,0.571428571,1,7.803571429,201825,0.956521739,2015,0.233840304,0.097560976,1.2
"Grand Rapids-Wyoming, MI",24340,42974.69259,0.49005425,0.913200723,8.240506329,167698.0108,0.969981238,2015,0.270935961,0.09197861,0.871396896
"Greensboro-High Point, NC",24660,36662.84541,0.471014493,0.77294686,7.898550725,150678.5024,0.979057592,2015,0.237828193,0.060021436,0.801169591
"Greenville, NC ",24780,34373.41772,0.53164557,0.721518987,8.025316456,117565.8228,0.930555556,2015,0.237752161,0.060606061,1
"Greenville-Anderson-Mauldin, SC ",24860,38600.02072,0.512241055,0.894538606,8.058380414,171562.5235,0.971774194,2015,0.219567927,0.067171239,0.920863309
"Gulfport-Biloxi-Pascagoula, MS ",25060,30042.17143,0.528571429,0.785714286,7.614285714,142675,0.929133858,2015,0.245182724,0.062330623,1.006134969
"Hanford-Corcoran, CA ",25260,36607.69231,0.557692308,0.846153846,7.557692308,193961.5385,0.93877551,2015,0.322905028,0.031141869,1.443181818
"Harrisburg-Carlisle, PA ",25420,39219.1657,0.50872093,0.944767442,7.875,170338.9535,0.956656347,2015,0.224119902,0.069984448,0.808139535
"Harrisonburg, VA ",25500,36044.5,0.554347826,0.97826087,8.195652174,204784.7826,0.931034483,2015,0.249266862,0.064705882,1.366197183
"Hartford-West Hartford-East Hartford,CT",25540,52646.80284,0.493617021,0.889361702,8.956028369,252315.7447,0.959641256,2015,0.21772229,0.094405594,0.874205845
"Hickory-Lenoir-Morganton, NC ",25860,37028.05946,0.535135135,0.881081081,7.745945946,133344.8649,0.988505747,2015,0.189847716,0.088235294,0.731225296
"Hilton Head Island-Bluffton-Beaufort,SC",25940,40354.8,0.4,0.693333333,7.92,266453.3333,0.944444444,2015,0.234117647,0.060301508,1.148648649
"Homosassa Springs, FL",26140,41556.85714,0.542857143,1,7,115714.2857,0.914285714,2015,0.150909091,0.072289157,0.843137255
"Houma-Thibodaux, LA ",26380,40449.95588,0.507352941,0.845588235,6.727941176,155106.6176,0.966942149,2015,0.239043825,0.070833333,1.04950495
"Houston-The Woodlands-Sugar Land,TX",26420,53108.50613,0.547282438,0.728557964,8.030788564,231283.7575,0.967329067,2015,0.276400202,0.050332507,0.945786517
"Huntsville, AL ",26620,44110.57346,0.55450237,0.815165877,8.360189573,199097.1564,0.958974359,2015,0.254654984,0.055913978,0.98019802
"Indianapolis-Carmel-Anderson, IN ",26900,45927.04297,0.532676813,0.900626679,8.297224709,173333.6616,0.967307692,2015,0.247572816,0.062015504,0.918894009
"Iowa City, IA",26980,37617.65625,0.453125,0.96875,9.125,187187.5,0.983606557,2015,0.319290466,0.083333333,1.387755102
"Ithaca, NY ",27060,40876.14286,0.612244898,0.836734694,8.87755102,214469.3878,0.955555556,2015,0.274678112,0.0703125,1.555555556
"Jackson, MI ",27100,31899.57609,0.5,0.945652174,7.358695652,112810.8696,0.987341772,2015,0.231527094,0.106382979,1.053763441
"Jackson, MS ",27140,35031.32768,0.511299435,0.570621469,7.971751412,156321.7514,0.948328267,2015,0.234737186,0.068150209,0.745454545
"Jackson, TN ",27180,39872.05882,0.529411765,0.779411765,7.823529412,166735.2941,0.983333333,2015,0.21197411,0.061068702,1.073529412
"Jacksonville, FL ",27260,40667.16389,0.491666667,0.775,8.002777778,191510.2778,0.967261905,2015,0.239088623,0.048267327,0.947082768
"Janesville-Beloit, WI ",27500,36239.33784,0.486486486,0.945945946,7.864864865,158056.7568,0.942857143,2015,0.195014663,0.105263158,0.551020408
"Jefferson City, MO",27620,41073.15238,0.447619048,0.980952381,7.942857143,150185.7143,0.97979798,2015,0.221980413,0.093137255,0.900990099
"Johnstown, PA ",27780,37095.24219,0.5234375,0.9921875,7.8046875,98855.46875,0.924369748,2015,0.19343696,0.089285714,0.582278481
"Joplin, MO ",27900,35160.96296,0.546296296,0.972222222,7.361111111,109842.5926,0.989795918,2015,0.243150685,0.0657277,0.728682171
"Kalamazoo-Portage, MI ",28020,40050.83268,0.509727626,0.922178988,8.077821012,144533.0739,0.962184874,2015,0.233675121,0.085450346,0.884615385
"Kankakee, IL ",28100,37872.91139,0.544303797,0.898734177,7.797468354,141746.8354,0.96,2015,0.216981132,0.094202899,0.819148936
"Kansas City, MO-KS",28140,47496.35307,0.513742072,0.89640592,8.310077519,180416.7019,0.976172748,2015,0.25552381,0.071188968,0.926710098
"Knoxville, TN ",28940,38213.10122,0.5008726,0.945898778,8.038394415,164049.9127,0.96484375,2015,0.225964363,0.076256499,0.898601399
"La Crosse-Onalaska, WI-MN",29100,36958.84211,0.49122807,0.947368421,8.140350877,182789.4737,0.941176471,2015,0.216942149,0.123809524,1.188679245
"Lafayette, LA ",29180,47417.14689,0.511299435,0.790960452,7.683615819,145504.2373,0.960244648,2015,0.268189509,0.058359621,0.963235294
"Lafayette-West Lafayette, IN",29200,44658.66346,0.480769231,0.951923077,8.615384615,144033.6538,0.959183673,2015,0.345360825,0.070895522,1.521276596
"Lake Havasu City-Kingman,AZ",29420,28694.62687,0.52238806,0.910447761,6.985074627,120089.5522,0.913793103,2015,0.206225681,0.061320755,0.926605505
"Lakeland-Winter Haven, FL",29460,32501.70889,0.495956873,0.862533693,7.417789757,157317.5202,0.98245614,2015,0.239772727,0.039099526,0.994805195
"Lancaster, PA ",29540,43429.03833,0.533101045,0.947735192,7.62369338,222311.8467,0.981060606,2015,0.253709199,0.118908382,0.851301115
"Lansing-East Lansing, MI",29620,37584.63462,0.525641026,0.932692308,8.182692308,134318.9103,0.986206897,2015,0.246604414,0.077452668,0.960912052
"Laredo, TX ",29700,35567.42331,0.539877301,0.957055215,7.257668712,118128.8344,0.940397351,2015,0.272937548,0.033898305,0.670634921
"Las Cruces, NM",29740,26198.46154,0.492307692,0.907692308,7.123076923,133113.8462,0.964912281,2015,0.246153846,0.028409091,0.825242718
"Las Vegas-Henderson-Paradise, NV",29820,41128.21893,0.554493308,0.722753346,7.538240918,244263.7667,0.965589155,2015,0.256507695,0.028148148,0.971314741
"Lawrence, KS ",29940,47000,0.5,0.928571429,8.714285714,169214.2857,0.975,2015,0.326815642,0.034188034,1.236842105
"Lebanon, PA ",30140,42850,0.554216867,1,7.493975904,182084.3373,0.9875,2015,0.21603928,0.128787879,0.865671642
"Lewiston-Auburn, ME ",30340,38047.16981,0.490566038,0.943396226,7.660377358,151150.9434,1,2015,0.196217494,0.13253012,0.745098039
"Lima, OH ",30620,40260.7191,0.516853933,0.921348315,8.06741573,127270.7865,0.941860465,2015,0.2352,0.102040816,0.703703704
"Lincoln, NE ",30700,40760.08187,0.497076023,0.970760234,8.274853801,194029.2398,0.987804878,2015,0.293133803,0.084084084,1.023076923
"Little Rock-North LittleRock-Conway,AR",30780,39855.06731,0.502403846,0.824519231,8.03125,166554.8077,0.968,2015,0.270564916,0.061050061,1
"Los Angeles-Long Beach-Anaheim,CA",31080,45124.05495,0.530120482,0.578607111,8.064208052,548132.8681,0.959468018,2015,0.273924873,0.020726701,1.074928937
"Louisville/Jefferson County, KY-IN",31140,43320.02838,0.508513053,0.928490352,8.574347333,188254.597,0.975757576,2015,0.226132742,0.077205882,0.820073439
"Lubbock, TX ",31180,38612.49451,0.445054945,0.862637363,8.159340659,136848.9011,0.988372093,2015,0.291495199,0.065882353,1.175141243
"Lynchburg, VA ",31340,35983.35878,0.488549618,0.900763359,7.916030534,159011.4504,0.959016393,2015,0.214849921,0.073529412,0.868571429
"Madera, CA ",31460,33981.12727,0.527272727,0.836363636,6.945454545,245781.8182,1,2015,0.25251076,0.028409091,0.896551724
"Manchester-Nashua, NH ",31700,51889.6648,0.508379888,0.921787709,8.379888268,245748.6034,0.98245614,2015,0.212851406,0.091644205,1.056179775
"Mansfield, OH ",31900,39019.09091,0.527272727,0.909090909,7.345454545,121263.6364,0.980392157,2015,0.234527687,0.0625,1.033333333
"McAllen-Edinburg-Mission, TX ",32580,29407.55448,0.493946731,0.900726392,7.033898305,104365.1332,0.928191489,2015,0.292167577,0.046134663,0.66969147
"Medford, OR ",32780,32116.73077,0.509615385,0.923076923,7.557692308,225870.1923,0.943181818,2015,0.246200608,0.024691358,0.978723404
"Memphis, TN-MS-AR ",32820,37511.26935,0.535603715,0.660990712,7.817337461,156305.418,0.950511945,2015,0.241298527,0.051317614,0.864102564
"Merced, CA ",32900,36116.69903,0.504854369,0.766990291,7.485436893,230844.6602,0.911111111,2015,0.282685512,0.034375,0.905325444
"Miami-Fort Lauderdale-West PalmBeach,FL",33100,40269.52019,0.505046864,0.754145638,8.133381399,317171.7015,0.958735056,2015,0.226512052,0.037313433,0.93974437
"Michigan City-La Porte,IN",33140,36266.66667,0.52,0.946666667,7.16,136813.3333,0.940298507,2015,0.240371846,0.071823204,0.987179487
"Midland, TX ",33260,58239.66667,0.601851852,0.898148148,7.666666667,202668.5185,0.96,2015,0.295795796,0.060913706,1.383333333
"Milwaukee-Waukesha-West Allis, WI",33340,51052.19685,0.491338583,0.888188976,8.645669291,212887.4016,0.968067227,2015,0.24573991,0.090510949,0.784340659
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,48235.5369,0.51213472,0.904903418,8.481921743,240169.0936,0.977035491,2015,0.25387156,0.109280139,0.875453446
"Mobile, AL ",33660,29983.16744,0.48372093,0.725581395,7.725581395,134752.093,0.969543147,2015,0.252159827,0.038543897,0.943127962
"Modesto, CA ",33700,33662.32014,0.557553957,0.76618705,7.334532374,259902.8777,0.931174089,2015,0.266933868,0.031531532,0.748717949
"Monroe, LA ",33740,38794.53333,0.506666667,0.666666667,7.693333333,146000,0.970149254,2015,0.252021563,0.026737968,1
"Monroe, MI ",33780,39232.58065,0.451612903,1,7.494623656,160080.6452,0.962962963,2015,0.198863636,0.135714286,0.822222222
"Montgomery, AL ",33860,32781.30682,0.488636364,0.630681818,7.471590909,149732.9545,0.953642384,2015,0.2239819,0.063131313,0.848101266
"Morgantown, WV ",34060,48222.29885,0.586206897,0.965517241,8.390804598,184821.8391,0.963855422,2015,0.28125,0.021164021,1.304347826
"Muncie, IN ",34620,34051.34328,0.567164179,0.970149254,7.925373134,95134.32836,0.953125,2015,0.231182796,0.046511628,0.827160494
"Muskegon, MI ",34740,29348.39695,0.519083969,0.923664122,7.160305344,112881.6794,0.931034483,2015,0.23372093,0.104477612,0.851485149
"Myrtle Beach-Conway-North MyrtleBeach,SC-NC",34820,30272.39779,0.491712707,0.883977901,7.712707182,177933.7017,0.933333333,2015,0.175057737,0.084432718,1.135135135
"Napa, CA ",34900,47741.03448,0.551724138,0.781609195,8.264367816,640689.6552,0.952941176,2015,0.235230934,0.059360731,0.907563025
"Naples-Immokalee-Marco Island, FL",34940,38875.72477,0.541284404,0.899082569,8.027522936,414880.7339,0.96969697,2015,0.192151556,0.038732394,0.748466258
"Nashville-Davidson--Murfreesboro--Franklin, TN ",34980,43369.2259,0.515820456,0.905813098,8.23473142,230819.0581,0.970820189,2015,0.261443662,0.06285073,0.989029536
"New Haven-Milford, CT",35300,46693.2266,0.490147783,0.849753695,8.613300493,269306.4039,0.969151671,2015,0.246223565,0.060327198,1.092274678
"New Orleans-Metairie, LA",35380,43614.43542,0.479704797,0.726937269,8.255842558,232622.2632,0.96031746,2015,0.274567281,0.033553635,1.385911179
"New York-Newark-Jersey City,NY-NJ-PA",35620,55076.5362,0.519190871,0.677593361,8.684128631,487274.9378,0.964124574,2015,0.259374906,0.045939963,1.038998939
"Niles-Benton Harbor, MI",35660,34929.80952,0.457142857,0.952380952,7.933333333,160704.7619,0.966666667,2015,0.214205186,0.068421053,0.971428571
"North Port-Sarasota-Bradenton, FL",35840,37633.47679,0.518987342,0.88185654,7.810126582,223971.308,0.953917051,2015,0.176822323,0.069243156,0.816384181
"Norwich-New London, CT",35980,49682.54386,0.538011696,0.900584795,8.467836257,264719.2982,0.974358974,2015,0.235367372,0.100529101,0.890625
"Ocala, FL ",36100,34392.52586,0.594827586,0.853448276,7.198275862,137612.069,0.954545455,2015,0.196784074,0.035019455,1.046511628
"Ocean City, NJ",36140,44056.72,0.56,0.946666667,8.306666667,416160,0.957746479,2015,0.187150838,0.171641791,0.810810811
"Odessa, TX ",36220,52099.82759,0.603448276,0.905172414,6.887931034,152459.4828,0.962616822,2015,0.291479821,0.061538462,0.977777778
"Ogden-Clearfield, UT ",36260,41305.00935,0.61682243,0.943925234,7.922897196,222049.5327,0.972568579,2015,0.301680672,0.115598886,0.702179177
"Oklahoma City, OK",36420,42748.57817,0.525606469,0.855795148,8.008086253,168444.7439,0.976470588,2015,0.27606679,0.048387097,1.010802469
"Olympia-Tumwater, WA ",36500,41474.99355,0.516129032,0.883870968,7.593548387,263278.7097,0.952054795,2015,0.238601824,0.057324841,0.722222222
"Omaha-Council Bluffs, NE-IA",36540,46096.22981,0.548136646,0.950310559,8.316770186,178147.8261,0.985245902,2015,0.254331551,0.102607233,0.730711044
"Orlando-Kissimmee-Sanford, FL ",36740,38064.99247,0.511759172,0.790216369,8.105362183,204589.6519,0.96807415,2015,0.25434409,0.03490991,1.111591696
"Oshkosh-Neenah, WI ",36780,40910.90426,0.542553191,0.946808511,7.64893617,160553.1915,0.97826087,2015,0.234817814,0.086206897,1.059701493
"Owensboro, KY ",36980,38849.03614,0.506024096,0.963855422,7.771084337,135903.6145,1,2015,0.239858907,0.073529412,0.684210526
"Oxnard-Thousand Oaks-Ventura, CA",37100,41255.55578,0.543610548,0.791075051,7.797160243,492333.6714,0.958333333,2015,0.240850869,0.036087369,0.943014706
"Palm Bay-Melbourne-Titusville, FL",37340,37689.44061,0.559386973,0.892720307,8.199233716,192049.8084,0.961864407,2015,0.188967574,0.049309665,0.724738676
"Parkersburg-Vienna, WV ",37620,32425,0.544117647,0.985294118,7.911764706,115713.2353,0.970149254,2015,0.206375839,0.073170732,0.8
"Pensacola-Ferry Pass-Brent, FL",37860,37799.53304,0.45814978,0.832599119,7.876651982,160268.7225,0.927536232,2015,0.255949896,0.040783034,1.295652174
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",37980,47633.71052,0.503982422,0.813512771,8.490799231,257795.276,0.955184534,2015,0.246778077,0.074175036,0.95109356
"Phoenix-Mesa-Scottsdale, AZ ",38060,44631.41347,0.516740621,0.835820896,8.097620008,233881.5651,0.97147796,2015,0.268852607,0.049656098,0.901293397
"Pittsburgh, PA ",38300,44464.63771,0.531531532,0.954311454,8.492277992,161519.7555,0.967338429,2015,0.230868687,0.079453973,1.075518672
"Pittsfield, MA ",38340,35170.12195,0.475609756,0.951219512,8.195121951,229926.8293,0.973684211,2015,0.15339233,0.166666667,0.507692308
"Portland-South Portland, ME",38860,42349.19811,0.509433962,0.976415094,8.400943396,261928.3019,0.954314721,2015,0.201503759,0.124378109,0.82
"Portland-Vancouver-Hillsboro, OR-WA ",38900,46001.96206,0.507452575,0.892276423,8.395663957,314109.5528,0.96526238,2015,0.26583154,0.056085574,1.003579098
"Port St. Lucie,FL",38940,38037.20588,0.470588235,0.816176471,7.367647059,222000,0.976377953,2015,0.17846694,0.045901639,0.824242424
"Prescott, AZ ",39140,29825.53191,0.531914894,0.829787234,6.85106383,175680.8511,0.952380952,2015,0.162393162,0.090225564,1.185714286
"Providence-Warwick, RI-MA ",39300,46033.30033,0.502750275,0.919691969,8.309130913,260921.8922,0.957193817,2015,0.234790875,0.064777328,1.0189099
"Provo-Orem, UT ",39340,38649.02924,0.559454191,0.95711501,8.261208577,258631.5789,0.965141612,2015,0.347180007,0.159533074,0.874815906
